FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
F5977	IBG-2-CGM-0311	0.05564137	-0.004964754	0.03913275	-0.03059333	0.002443662	-0.05622791	-0.002626594	-0.01490121	-0.004182813	0.007913708
F5978	IBG-2-CGM-0312	0.03758819	0.02887554	0.03451894	-0.03778097	-0.004882507	-0.04692912	0.002445395	-0.008288713	-0.004931153	0.01023345
F5979	IBG-2-CGM-0313	0.05717224	0.04976329	0.03707125	-0.03007471	-0.02642832	-0.03155221	0.008300036	0.003018565	-0.001397636	-0.001851467
F5980	IBG-2-CGM-0314	0.0836303	-0.03333243	0.05253505	-0.03000969	-0.009127722	-0.07522492	0.0006374988	-0.0219926	0.009360809	-0.006036389
F5981	IBG-2-CGM-0315	0.05614835	0.02871443	0.03566511	-0.03266131	-0.01516181	-0.05053957	-0.001043088	-0.007793607	-0.01048953	-0.005207221
F5982	IBG-2-CGM-0316	0.0213574	-0.006761732	0.03667836	-0.02921516	0.01889159	-0.07225616	-0.004926725	-0.02379104	-0.003438077	0.006448962
F5983	IBG-2-CGM-0317	0.06710978	-0.01985666	0.05861773	-0.02069506	-0.01390898	-0.07218601	-0.008625302	-0.007062537	0.04128444	-0.009088515
F5984	IBG-2-CGM-0318	0.04721259	-0.04023984	0.04486929	-0.02725092	0.005356015	-0.06876062	-0.002573357	-0.012456	0.005913423	0.001481014
F5985	IBG-2-CGM-0319	0.06156013	0.02016194	0.03776257	-0.03155725	-0.01965003	-0.07323583	-0.0145039	0.00356614	0.007937548	0.001925117
F5986	IBG-2-CGM-0320	0.07101493	0.02123286	0.04458772	-0.04202338	-0.0220711	-0.0516676	-0.01181962	0.01103863	0.02480682	0.00618771
F5987	IBG-2-CGM-0321	0.01257138	-0.01002462	0.04045564	-0.02629633	0.009388738	-0.06607839	0.002868768	-0.01261895	0.004059289	0.01712679
F5988	IBG-2-CGM-0325	0.07703445	-0.01997288	0.05066723	-0.02692553	-0.01678929	-0.08481175	0.0005228753	-0.01676355	0.00410501	-0.004782223
F5989	IBG-2-CGM-0326	0.09181898	-0.06272707	0.06038229	-0.04671228	-0.008008018	-0.0757432	-0.0008208692	-0.01701294	-0.0025731	0.01128002
F5990	IBG-2-CGM-0327	0.02308473	0.1449656	0.0190004	-0.0325094	-0.02416434	-0.02905768	-0.007394978	0.03318798	0.03658608	-0.0232984
F5991	IBG-2-CGM-0328	0.05710908	0.0497005	0.03469431	-0.03835612	-0.02711712	-0.04358818	-0.0048439	0.0008771445	0.03021182	-0.01513128
F5992	IBG-2-CGM-0329	0.07516476	-0.02607586	0.03726257	-0.03283328	-0.00557711	-0.08495302	-0.003865552	-0.02220502	-0.01574547	0.02142409
F5993	IBG-2-CGM-0330	0.03515138	0.05109524	0.03603868	-0.02081785	-0.008694158	-0.03249586	-0.006238098	0.02384217	0.05326113	-0.02344569
F5994	IBG-2-CGM-0331	0.04414341	0.02471563	0.04000854	-0.03055112	-0.007053972	-0.04766228	0.01532203	-0.005062922	-0.01113361	0.009645212
F5995	IBG-2-CGM-0332	0.03223487	0.04327209	0.0383857	-0.02422117	0.001115282	-0.03260604	-0.001839768	-0.006839469	-0.01840597	-0.00349177
F5996	IBG-2-CGM-0333	0.06492603	0.0131438	0.04600882	-0.03705684	-0.0181849	-0.05798682	0.002358524	-0.0118696	0.01252224	0.002101163
F5997	IBG-2-CGM-0335	0.1142983	-0.1287022	0.07678891	-0.02124246	-0.008138738	-0.1099416	-0.01664982	-0.03893595	0.002572952	-0.0001933684
F5998	IBG-2-CGM-0336	0.06455105	0.0142782	0.05093681	-0.02246182	-0.01010852	-0.0723556	0.003674916	-0.01398781	0.002859942	0.0006176361
F5999	IBG-2-CGM-0337	-0.0638305	-0.008843712	0.03731808	-0.00226274	0.05881223	-0.05857974	0.005587001	-0.006128715	0.002500932	0.009729373
F6000	IBG-2-CGM-0340	0.01675535	0.009516163	0.03387335	-0.02589843	0.004539859	-0.04499868	0.004521857	-0.004484392	0.009559997	-0.003451908
F6001	IBG-2-CGM-0341	0.07065135	-0.01810453	0.04177449	-0.03597629	-0.003163909	-0.07641437	0.000348201	-0.03176811	0.0106954	-0.005341573
F6002	IBG-2-CGM-0343	0.1165353	-0.09142869	0.07324442	-0.0283128	-0.01618567	-0.1043607	-0.003455969	-0.03446547	0.04831479	-0.01954578
F6003	IBG-2-CGM-0344	0.07711739	0.007247923	0.05062703	-0.03089591	-0.03142011	-0.07199845	-0.001226675	-0.01823634	-0.009962224	0.002172465
F6004	IBG-2-CGM-0345	0.04610787	0.02022087	0.02849609	-0.01989605	-0.003774896	-0.0374425	-0.002236234	-0.009067705	-0.0172253	0.01838404
F6005	IBG-2-CGM-0346	0.05375126	0.04386433	0.04857457	-0.04551271	-0.02318455	-0.04446129	-0.01234265	-0.006032357	0.03828296	-0.01503684
F6006	IBG-2-CGM-0347	0.07777141	-0.002342357	0.04529874	-0.03861542	-0.006363433	-0.060923	0.01416604	-0.00546717	0.002902047	0.01056248
F6007	IBG-2-CGM-0349	0.05505579	0.07568292	0.02900181	-0.04238888	-0.02172999	-0.02671823	0.0007014796	-0.0004961652	-0.01015214	0.00351265
F6008	IBG-2-CGM-0350	0.05299101	0.04024266	0.03472568	-0.03536749	-0.01120683	-0.06088002	0.003760183	-0.005794746	0.004089257	-0.01341095
F6009	IBG-2-CGM-0352	0.05953881	-0.02633892	0.04526614	-0.03024996	-0.01529775	-0.08623915	-0.02075781	-0.02079041	0.002049654	-0.000519942
F6010	IBG-2-CGM-0353	0.04781128	0.07559796	0.02822339	-0.04047427	-0.0239229	-0.05007131	-0.00453563	0.004135021	-0.01795987	0.01065364
F6011	IBG-2-CGM-0355	0.06883581	0.07524335	0.0381904	-0.02636526	-0.03300518	-0.03109031	0.005970515	-0.003232105	0.04672424	-0.01886236
F6012	IBG-2-CGM-0356	0.0369052	0.008539643	0.04171532	-0.01988605	-0.002663237	-0.06044687	-0.01357129	-0.0142508	0.02251784	0.007033234
F6013	IBG-2-CGM-0357	0.05429239	-0.0537245	0.06344074	-0.02975301	0.002467904	-0.07383125	0.002424614	-0.01755329	0.01362213	0.002701871
F6014	IBG-2-CGM-0358	0.08023754	0.02048697	0.04331249	-0.03407932	-0.01391512	-0.05634134	0.009439385	-0.01518486	0.01918024	0.02582801
F6015	IBG-2-CGM-0359	0.06721569	0.003728781	0.04759305	-0.03505701	-0.02231045	-0.0676994	-0.003959961	-0.01543798	0.004945871	0.01370855
F6016	IBG-2-CGM-0360	0.04466022	0.06818493	0.03423579	-0.03322654	-0.02255223	-0.02038882	-0.01362205	-0.002951581	0.01161254	0.005918618
F6017	IBG-2-CGM-0361	-0.04120929	0.0200757	0.03098603	-0.01274844	0.02260584	-0.05297027	-0.001830633	0.01169198	0.01365207	-0.01521672
F6018	IBG-2-CGM-0362	0.03697442	0.1045122	0.03052444	-0.0457011	-0.02756035	-0.02033176	-0.0001038942	0.03093574	0.07413481	-0.04262247
F6019	IBG-2-CGM-0363	0.04560832	-0.01834037	0.04396399	-0.02421467	0.0008194018	-0.06351774	0.004901512	-0.01817327	-0.00186446	0.001681644
F6020	IBG-2-CGM-0364	0.08885724	0.02303357	0.03238053	-0.0359	-0.02642707	-0.05188374	0.005185802	-0.01936632	-0.003321974	-0.01987697
F6021	IBG-2-CGM-0365	0.02237818	0.1760586	0.02260132	-0.04116105	-0.03129016	0.002076144	0.007197541	0.0309662	0.01888223	-0.009137667
F6022	IBG-2-CGM-0366	0.05241587	0.02771694	0.03991837	-0.03559459	-0.01081931	-0.06345821	0.003152735	-0.01517416	0.01151449	-0.01431573
F6023	IBG-2-CGM-0367	0.06125886	0.04440314	0.04506506	-0.04962353	-0.02327976	-0.04304284	-0.01039924	-0.005196721	0.001784964	0.02944846
F6024	IBG-2-CGM-0369	0.05037595	0.03212796	0.03627048	-0.03515676	-0.0163914	-0.02696877	-0.008868946	-0.004199667	0.009225428	-0.001905301
F6025	IBG-2-CGM-0370	0.06690981	0.01862802	0.04830596	-0.01982501	-0.01035436	-0.05659704	-0.006333994	-0.005380248	-0.01308985	0.01464309
F6026	IBG-2-CGM-0373	0.08935157	-0.015763	0.05650695	-0.02384033	-0.03009268	-0.07198783	-0.006669985	-0.02338569	0.01444027	-0.01100814
F6027	IBG-2-CGM-0376	0.06138569	-0.0005756681	0.0456932	-0.03166679	-0.007432751	-0.063245	0.009252864	-0.02163344	-0.001772299	0.0078419
F6028	IBG-2-CGM-0377	0.04311315	0.03630175	0.03797616	-0.03398338	-0.01625336	-0.05566953	-0.01064465	7.590763e-05	0.01376723	0.01893054
F6029	IBG-2-CGM-0378	0.06162456	0.06441814	0.05117525	-0.0499572	-0.03085031	-0.04663527	0.001258477	0.01068171	0.0621151	-0.05022232
F6030	IBG-2-CGM-0379	0.07018426	0.006590158	0.04123738	-0.03099883	-0.0197761	-0.0696644	-0.003602457	-0.01801653	-0.01246256	0.01444655
F6031	IBG-2-CGM-AR-01	0.06026748	0.05414106	0.03232629	-0.03713554	-0.01877995	-0.04597456	-0.01512256	-0.01272059	0.00566855	0.001379985
F6032	IBG-2-CGM-BR-07	0.09474068	-0.0248805	0.05438387	-0.03561794	-0.01807845	-0.06686786	-0.006159583	-0.01635788	0.002894148	0.006992135
F6033	IBG-2-CGM-CN-04	0.1035148	-0.1019304	0.05920452	-0.02003007	0.000263842	-0.06558706	0.008163837	-0.03766735	-0.03774875	0.02173245
F6034	IBG-2-CGM-FA-11	0.05200686	0.03840164	0.04216813	-0.03288507	-0.01541285	-0.05864534	0.00572355	-0.002403477	0.003544939	0.02178333
F6035	IBG-2-CGM-LJC-03	0.05375502	0.05225776	0.03314468	-0.0411905	-0.02153948	-0.0317625	-0.007900569	-0.004110258	0.00395819	0.003949405
F6036	IBG-2-CGM-LMG-13	0.06157597	-0.003974553	0.0528341	-0.02452746	0.0009071829	-0.06793413	0.0007606572	-0.01509143	0.01205813	0.008129069
F6037	IBG-2-CGM-LMM-09	0.01464317	0.07527666	0.02777516	-0.02883014	-0.01695362	-0.01589157	0.004419585	-0.005458011	-0.01434556	0.008859877
F6038	IBG-2-CGM-MA-02	0.1133665	-0.06482192	0.04822859	-0.02149448	-0.01388932	-0.06925569	0.004163703	-0.01843093	-0.03976143	0.01131781
F6039	IBG-2-CGM-MI-14	0.06451224	0.01272832	0.04577248	-0.03733484	-0.01758137	-0.05771956	0.002084198	-0.01171404	0.01238035	0.00140689
F6040	IBG-2-CGM-MP-16	0.07746796	0.02282471	0.04964273	-0.02689592	-0.0248987	-0.04925095	-0.00642031	-0.02140891	-0.003282505	-0.01273959
F6041	IBG-2-CGM-MRNM-15	0.04731121	0.07022041	0.02753706	-0.05066255	-0.02592585	-0.02501409	1.762849e-05	-0.008051844	-0.002591521	0.004117956
F6042	IBG-2-CGM-NQ-06	0.05438085	-0.005528547	0.0360663	-0.02695214	-0.004726474	-0.06391075	0.01338275	-0.01915801	-0.005816984	0.01569859
F6043	IBG-2-CGM-OC-10	0.01863305	0.03028318	0.0325999	-0.02269137	0.001567352	-0.04527321	0.009812472	0.002685546	0.01217109	-0.005446902
F6044	IBG-2-CGM-RRP-05	0.07832806	-0.01475519	0.05137246	-0.02864197	-0.01579973	-0.07850099	-0.0008813486	-0.02667995	-0.006345118	0.006667093
F6045	IBG-2-CGM-VM-12	0.004379368	0.006289291	0.04873529	-0.01519808	0.003368444	-0.05246065	0.003614423	-0.003560849	-0.01009198	0.02310091
F6046	IBG-2-CGM-YLJ-08	0.0872339	-0.005681366	0.04177951	-0.03797079	-0.01729812	-0.0562625	-0.01739531	-0.01140659	0.00444642	0.002016291
F6047	ICO-001	0.02795635	0.07937926	0.01371381	-0.03655251	-0.02267996	-0.02530859	-0.008939952	0.01139831	-0.01976011	0.02548968
F6048	ICO-002	-0.01741179	0.2510156	0.003706224	-0.04962977	-0.0290628	0.03947604	0.003342882	0.03388489	-0.02385356	0.002499882
F6049	ICO-004	-0.006362754	0.2545137	-0.006281385	-0.05048379	-0.03461434	0.04722275	-0.009490398	0.03196905	-0.01332192	0.005503737
F6050	ICO-019	-0.009945831	0.2472775	0.002448327	-0.04556166	-0.04419653	0.0496555	-0.01023708	0.0441585	-0.01881007	0.000174237
F6051	ICO-022	-0.002649527	0.2590258	-0.005515307	-0.03806882	-0.03499186	0.04897797	0.0186047	0.03239665	-0.02519507	0.004230424
F6052	INCA_194_Brazil_1	-0.02767919	0.1334905	0.004881353	-0.01545688	0.01037389	0.0213298	-0.007035317	0.01590627	-0.02918353	0.01112901
F6053	I_368_S_2069	0.1192912	-0.1891933	0.07125495	0.04012705	0.01483625	0.005130847	-0.02250966	-0.01739592	-0.01913178	-0.03692397
F6054	I_370_S_2071	0.1848881	-0.2725625	0.0749372	0.05687313	-0.005447983	0.0491287	-0.00386413	0.004394299	0.009609378	-0.0411091
F6055	I_371_S_2072	0.100414	-0.03088114	0.03982525	0.003225957	-0.01719719	0.04440081	-0.001463645	0.01637982	0.0007703464	-0.00562421
F6056	I_373_S_2074	0.114394	-0.08674007	0.05183054	0.00488689	0.0007284234	0.06933491	0.005696166	0.01676512	0.003642865	-0.02066801
F6057	I_374_S_2075	0.1092004	-0.0574104	0.03132876	0.01769652	-0.00508592	0.0589737	-0.007429657	0.02326382	-0.003928298	-0.01686086
F6058	I_375_S_2076	0.1206873	-0.1365986	0.05979768	0.02514596	0.01185236	0.06466762	-0.008195028	0.0269154	0.005433527	-0.01842105
F6059	I_376_S_2077	0.04801279	0.03746473	0.02258124	-0.008543053	-0.01254868	0.03650066	-0.0009751755	0.03621875	-0.01831426	0.008947239
F6060	I_377_S_2078	0.09667106	-0.06186611	0.05684693	0.007784084	-0.006755477	0.05637758	0.005046996	0.02060871	-0.03041341	-0.01083759
F6061	I_2678_S_2768	0.1324926	-0.1612002	0.06134243	0.02569709	-0.00281661	0.03825008	0.007206307	0.02368133	-0.0009365794	0.01057561
F6062	I_2679_S_2769	0.1435983	-0.19216	0.08548817	0.02694372	-0.006111897	0.06426524	-0.003007687	0.01335921	0.01287233	-0.009493791
F6063	I_2680_S_2770	0.1897961	-0.2633305	0.0814144	0.03881432	0.007355888	0.04900032	-0.01980115	-0.01258934	0.000893649	-0.04868694
F6064	I_2682_S_2772	0.1778676	-0.2479185	0.07585724	0.041767	0.01227147	0.04153418	0.0003280751	0.001694899	-0.002705323	-0.02782649
F6065	I_2685_S_2775	0.09612077	-0.08161982	0.04667878	0.01562929	-0.006659752	0.05421216	-0.005553041	0.02525195	0.01489326	-0.008039431
F6066	I_2688_S_2778	0.07224062	-0.0134361	0.03580674	0.007382485	-0.003073344	0.05054609	-0.01214999	0.01410593	-0.008241133	0.005742798
F6067	I_2692_S_2782	0.1572931	-0.1854345	0.06793768	0.02630142	0.005994249	0.04631722	0.004364358	-0.0007208577	0.001914576	-0.008646861
F6068	I_2695_S_2785	0.09994543	-0.08184582	0.05175526	0.01064012	-0.01010305	0.0585505	-0.006335821	0.02654754	0.00909282	-0.009092295
F6069	I_2698_S_2788	0.1570725	-0.1839974	0.06181871	0.02313153	-0.0002023027	0.05387341	-0.009630579	0.01304817	0.02210039	0.00450566
F6070	I_2699_S_2789	0.159899	-0.2053601	0.07125267	0.03655089	0.01014409	0.0456421	0.000676865	0.01249947	-0.005128357	-0.02948581
F6071	I_2702_S_2792	0.1059689	-0.05603146	0.05049341	0.01093789	-0.01855224	0.04046044	0.008366607	0.02369615	0.0002257102	-0.02306678
F6072	I_2703_S_2793	0.1359912	-0.1299185	0.06516535	0.01967478	-0.005970648	0.04265925	-0.00350624	0.01385734	0.004168467	-0.009212398
F6073	I_2709_S_2799	0.1131777	-0.08439722	0.04111647	0.02017272	-0.01775233	0.04927516	0.004001609	-0.003242125	0.01043896	-0.006577795
F6074	I_2710_S_2800	0.207344	-0.2977876	0.0836735	0.06515063	0.004821283	0.05049093	-0.001662823	-0.007668409	-0.005391735	-0.03248617
F6075	I_2713_S_2803	0.04907616	0.03205329	0.02579151	-0.01243271	-0.002788692	0.03725356	0.0001063676	0.04065095	-0.007768815	0.009046573
F6076	I_2714_S_2804	0.09547002	-0.08955408	0.05330681	0.01537956	0.01741699	0.03206492	-0.0007025252	0.008320631	0.01089286	-0.002083211
F6077	I_2717_S_2807	0.06416805	-0.002580878	0.03322614	-0.004420959	-0.002430003	0.04291744	-0.003351691	0.0179316	-0.01617258	-0.01889952
F6078	I_2719_S_2809	0.110754	-0.1479942	0.04527808	0.0308	0.002318856	0.05298929	-0.001503678	0.01472066	0.007925594	0.002481402
F6079	I_2720_S_2810	0.07915082	-0.06435796	0.03465096	0.0159002	0.01325899	0.04390144	0.01451041	0.0238755	-0.003578206	0.00679863
F6080	I_2721_S_2811	0.05177462	-0.02465777	0.04345242	0.01264312	0.00545192	0.0412707	0.005652102	0.01799797	-0.01581241	-0.01638233
F6081	I_2723_S_2813	0.0961592	-0.09250944	0.04591709	0.02433244	0.01630597	0.04260092	-0.003896024	0.02048035	-0.01404513	-0.006118424
F6082	I_2725_S_2815	0.07043645	-0.09843934	0.0560828	0.01760604	0.01727644	0.04860014	-0.008747477	0.01886541	0.01838901	-0.001566935
F6083	I_2726_S_2816	0.04939274	0.0150578	0.03341121	0.004647794	0.004731255	0.06257389	-0.009611527	0.03004583	0.008502998	-0.004180041
F6084	I_2727_S_2817	0.06237153	0.02767638	0.007421018	-0.009525021	-0.01829809	0.03580761	0.004104812	0.02904569	0.01873202	-0.01144079
F6085	I_2728_S_2818	0.09823948	-0.07775568	0.05032086	0.01235093	-0.0003183533	0.03685561	0.0009909196	0.01556947	0.0105511	-0.03515727
F6086	I_2731_S_2821	0.1245487	-0.149723	0.05270244	0.02752602	-0.001480727	0.05963817	-0.005584173	0.009101903	0.01725694	-0.002200079
F6087	I_2735_S_2825	0.084074	-0.05258817	0.05081383	0.01299869	-0.001151984	0.06387958	0.002999507	0.02285186	0.01126427	-0.01049566
F6088	I_2737_S_2827	0.08529849	0.02057255	0.02843176	-0.007842148	-0.01918102	0.04738447	-0.003126179	0.02672659	-0.007000956	-6.021663e-05
F6089	I_2738_S_2828	0.07532828	-0.04002299	0.05316877	0.0006766527	0.004772292	0.03434887	-0.001436267	0.01937203	0.0009445843	-0.0135875
F6090	I_2741_S_2831	0.1160871	-0.1045447	0.04813667	0.01014144	-0.00476596	0.04427273	-0.003015571	0.007960944	0.01289165	-0.02405376
F6091	I_2742_S_2832	0.1709085	-0.2501754	0.09128985	0.03510681	0.001171749	0.03590162	-0.001064137	-0.01412226	-0.002111516	-0.05449047
F6092	I_2743_S_2833	0.1385624	-0.1409929	0.05731811	0.007840538	0.002836136	0.04063228	0.0004043856	0.008331521	-0.01583878	-0.01871892
F6093	I_2745_S_2835	0.1199725	-0.1248693	0.0415003	0.03166875	0.005892404	0.04734056	0.004658141	0.02647913	0.01465604	-0.003465621
F6094	I_2747_S_2837	0.1110994	-0.07553496	0.04380922	0.01839291	-0.003212403	0.06440012	-0.0109891	0.03212968	-0.01241006	0.001964971
F6095	I_2749_S_2839	0.1220466	-0.1040359	0.04192782	0.01616344	0.006810813	0.05632206	0.006613805	0.001438714	-0.009546653	0.003410952
F6096	I_2750_S_2840	0.1758023	-0.243367	0.09108003	0.03698935	0.005869906	0.06111356	0.002131517	0.009109444	0.01156096	-0.02044733
F6097	I_2751_S_2841	0.08658143	-0.04601358	0.04793114	0.01744733	-0.0272808	0.05001339	-0.006633186	0.02139352	-0.002910047	-0.01276232
F6098	I_2756_S_2846	0.1084019	-0.06154867	0.05974221	-0.002968014	-0.01948542	0.03977444	0.002944367	0.02432717	0.004903566	-0.01998866
F6099	I_2757_S_2847	0.1015245	-0.08373733	0.0418609	-0.0003613698	0.007886486	0.03279969	0.0148299	0.01517004	-0.01314749	-0.003486712
F6100	I_2758_S_2848	0.1171483	-0.09407706	0.05678484	0.02017774	-0.01103448	0.05375557	0.008333817	0.01796012	-0.009588211	-0.02487349
F6101	I_2759_S_2849	0.05737252	-0.02300692	0.03983553	0.01098966	-0.004365072	0.05127761	0.003598171	0.01252389	-0.01216556	0.009368622
F6102	I_2760_S_2850	0.09287608	-0.07976822	0.04311045	0.008240753	-0.005752783	0.03381482	0.008900851	0.02780059	0.01064821	-0.007257009
F6103	I_2764_S_2854	0.03660733	0.002652794	0.0141213	0.006498025	0.00400976	0.03039939	0.01037283	0.01228298	-0.01546621	-0.00488902
F6104	I_2765_S_2855	0.07706108	-0.04637083	0.04307849	0.004685655	0.006202564	0.04385569	0.002277648	0.01804046	0.02612171	0.01268928
F6105	I_2768_S_2858	0.1376631	-0.1010366	0.05128522	0.02119412	-0.01042163	0.05485994	0.003019593	0.0001396328	-0.004679438	-0.01007214
F6106	I_2769_S_2859	0.05991065	-0.03328275	0.03408245	0.00462907	-0.00266618	0.04771351	0.005009491	0.03249985	0.02565026	0.002277179
F6107	I_2770_S_2860	0.09879797	-0.04710523	0.04221722	0.01366741	-0.01496274	0.06579948	0.01385348	0.02942779	0.007880022	-0.01921679
F6108	I_2773_S_2863	0.1333809	-0.1818516	0.06557779	0.03361682	0.00753698	0.04181421	-0.009425003	-0.008180834	0.02632131	-0.03338353
F6109	I_2774_S_2864	0.05085953	-0.01415034	0.03342897	-0.007508949	0.01288944	0.0578188	0.004317806	0.02339459	0.0063827	-0.007592545
F6110	I_2775_S_2865	0.1515839	-0.1499184	0.06210965	0.03279806	-0.0004042232	0.06022376	-0.0117565	0.01764433	0.006207903	-0.01358165
F6111	I_2776_S_2866	0.1901188	-0.230145	0.08439496	0.03678768	-0.01103665	0.05203985	0.008517895	-0.01178708	-0.0008029368	-0.009397051
F6112	I_2777_S_2867	0.03444603	0.0865301	0.008248402	-0.02665654	-0.01190078	0.03104945	0.001528215	0.02580821	-0.02252466	-0.0221707
F6113	I_2779_S_2869	0.109603	-0.1314818	0.06005521	0.02021165	-0.000796454	0.05493528	0.01339438	0.01252363	0.009923131	-0.00665961
F6114	I_2780_S_2870	-0.06534273	-0.0516344	0.0243625	0.03012962	0.07877835	0.03122869	-0.01006765	0.01354646	-0.001830972	-0.03361471
F6115	I_2782_S_2872	0.08749348	-0.04921743	0.04199835	0.01935865	0.0009064773	0.0597644	0.01806678	0.01929071	-0.0002350538	-0.008733099
F6116	I_2784_S_2874	0.07169543	-0.05236862	0.05247181	-0.002105332	-0.0006453504	0.03385376	0.009159687	0.02626891	-0.005108086	-0.01519725
F6117	I_2787_S_2877	0.1073754	-0.07192234	0.05918894	0.004998729	-0.01535224	0.04917472	-0.00432843	0.01920404	-0.01096492	-0.01962943
F6118	I_2790_S_2880	0.1856229	-0.2591789	0.07814894	0.03709646	0.0125323	0.04161461	0.006199874	0.0005813627	0.02638259	0.0009326569
F6119	I_2792_S_2882	0.1348881	-0.1498729	0.05586913	0.03160975	-0.00666214	0.04201433	0.00601312	-0.004367793	-0.01013289	-0.01630524
F6120	I_2794_S_2884	0.1705764	-0.2141648	0.06119817	0.03168697	0.001115127	0.06136362	0.004027628	0.006022164	0.02485814	-0.04234597
F6121	I_2795_S_2885	0.1315704	-0.1472884	0.04773618	0.02863003	0.002310305	0.06091692	-0.008987124	0.01708301	-0.009421609	-0.009192619
F6122	I_2797_S_2887	0.1358509	-0.1541671	0.06075362	0.01782792	-0.00128196	0.04956329	-0.001930435	0.01919657	-0.01307645	-0.02958814
F6123	I_2799_S_2889	0.05757306	0.07715261	0.02881235	-0.01397015	-0.008863728	0.03832618	0.000860274	0.02768538	-0.01244747	-0.002653144
F6124	I_2800_S_2890	0.1484584	-0.168538	0.0610997	0.01359648	0.01667827	0.006757907	-0.0006261736	0.006902828	-0.02348213	-0.01541658
F6125	I_2802_S_2892	0.07361541	0.01399342	0.02470814	-0.01363872	-0.0102996	0.03616523	-0.006324406	0.0226196	0.00706092	0.00824721
F6126	I_2803_S_2893	0.1244441	-0.1362549	0.05637182	0.02669086	0.003994113	0.05801586	0.005651635	0.003100116	-0.008470349	-0.005866111
F6127	I_2804_S_2894	0.1927419	-0.2655077	0.08335339	0.043664	-0.005719763	0.04874905	-0.004808218	-0.001012039	0.04038204	-0.02776863
F6128	I_2806_S_2896	0.1495591	-0.1681036	0.06167913	0.02565807	0.005283813	0.06705158	0.002173561	0.02060406	-0.000721751	-0.02304372
F6129	I_2807_S_2897	0.1081372	-0.09293149	0.04969203	0.02309118	-0.006159051	0.06893739	0.009627705	0.02310047	0.008648573	0.005579197
F6130	I_2811_S_2901	0.07831216	-0.007497862	0.04033556	-0.001997995	-0.01181553	0.0445768	-0.0004694698	0.02140265	0.01462535	0.001951139
F6131	I_2815_S_2905	0.07384417	0.01689077	0.0246165	-0.01190889	-0.02228559	0.03960151	-0.009640595	0.01937078	-0.03062807	-0.004242501
F6132	I_2818_S_2908	0.1479994	-0.1860011	0.06752939	0.03895972	0.005023227	0.05780409	-0.0008843455	0.004683771	0.001764005	-0.02315296
F6133	I_2859_S_27188	0.05916008	0.0324133	0.03839063	0.0004274571	-0.02255099	0.03899594	0.003229096	0.03144569	0.005325698	-0.00819343
F6134	I_19444_S_26600	0.07308426	-0.02628541	0.03932367	0.01974538	0.006692532	0.0516497	0.01388611	0.01840716	-0.009957659	-0.01690727
F6135	I_21615_S_24204	0.009701279	0.2542141	-0.004700928	-0.03737877	-0.03956245	0.05913541	-0.001942527	0.007005231	-0.0276886	0.02318129
F6136	I_21616_S_24252	0.005367046	0.2545369	0.00497186	-0.03982168	-0.0406027	0.05074137	0.003693798	-0.002367353	-0.01553619	0.01365553
F6137	I_21915_S_25401	0.07476652	0.006806246	0.03187712	-0.005337296	-0.006682139	0.03955481	0.01309895	0.02318445	-0.02103679	-0.002205798
F6138	I_25937_S_26401	0.1035329	-0.06576595	0.05101554	0.009268982	-0.01002538	0.05679946	-0.01056213	0.0167314	-0.004662384	-0.005606567
F6139	I_25954_S_26418	0.02641965	0.0701654	0.02626832	-0.03167476	0.004906332	0.01707096	-0.01135017	0.01312017	-0.01514801	-0.008656905
F6140	I_25956_S_26420	0.1488636	-0.199997	0.06155046	0.03406108	0.003732446	0.03768731	0.005670673	0.005855147	0.01367691	-0.02351717
F6141	I_25958_S_26422	0.06134364	0.01067917	0.026422	-0.002001806	-0.01176135	0.04259046	0.008209894	0.01433004	0.002632332	-0.01366963
F6142	I_25962_S_26426	0.1345919	-0.1320823	0.06747402	0.02331446	-0.003942204	0.05188849	-0.00513272	0.01745776	0.02846039	-0.01715872
F6143	I_25963_S_26427	0.1766358	-0.2000403	0.07953193	0.02993349	-0.006503277	0.04892144	-0.00238599	0.01089295	0.01565336	-0.02646132
F6144	I_25965_S_26429	0.03834987	0.1230449	0.01663939	-0.019532	-0.02806974	0.04326321	-0.005132297	0.03351028	-0.01551244	-0.007967163
F6145	I_25996_S_26460	0.1545385	-0.1844474	0.07365687	0.02896681	0.005568326	0.04333886	0.004680942	0.008989672	-0.001924795	-0.01495625
F6146	I_26014_S_26478	0.1472236	-0.1849301	0.06761883	0.03628351	0.01013263	0.06258429	0.0003635733	0.02086045	0.002343417	-0.01695438
F6147	I_26015_S_26479	0.1529004	-0.197373	0.05871008	0.03880916	0.01456909	0.03308119	0.003760356	-0.004638781	0.0167497	0.004077254
F6148	I_26041_S_26505	0.05700528	0.03429531	0.02226242	-0.01101232	-0.003277985	0.03563379	0.0169564	0.01016961	-0.01635288	-0.001652985
F6149	I_26073_S_26537	0.03805166	0.05555271	0.04061608	-0.01695385	-0.02488354	0.04400964	0.007037429	0.01333066	-0.003747572	0.007219281
F6150	I_26088_S_26552	0.1038663	-0.05719856	0.04832279	0.005725213	-0.01023645	0.06793413	-0.005405913	0.0235848	0.0004602374	0.002681581
F6151	I_26138_S_26602	-0.03849971	-0.06600482	0.03099757	0.01683136	0.05712923	0.005720818	-0.01720712	0.01848854	0.001019918	-0.007766556
